               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  13,            0.047576,            0.017372,           0.0063111,             0.70153,             0.25694,             0.22127,            0.096538,            0.052218,            0.019268,           0.0086501,            0.008515,            0.008515,            0.008515
                  14,            0.045533,            0.016528,           0.0058253,             0.76648,             0.29861,             0.30349,             0.15059,            0.045269,            0.016525,           0.0081621,           0.0083913,           0.0083913,           0.0083913
                  15,            0.044422,            0.014534,           0.0052717,             0.83406,             0.31456,             0.34233,             0.14783,             0.04629,            0.017542,           0.0081807,           0.0082675,           0.0082675,           0.0082675
                  16,            0.042199,              0.0146,           0.0058316,             0.84605,             0.33561,              0.3657,             0.20953,            0.038635,            0.015487,           0.0079465,           0.0081437,           0.0081437,           0.0081437
                  17,            0.040535,             0.01399,           0.0045428,             0.83893,              0.3125,             0.37041,             0.18117,            0.041723,            0.015702,           0.0081201,             0.00802,             0.00802,             0.00802
                  18,            0.039418,            0.013315,           0.0044681,              0.8143,             0.33498,             0.36313,             0.18926,            0.041343,            0.014923,           0.0076171,           0.0078963,           0.0078963,           0.0078963
                  19,            0.038255,            0.012559,           0.0048636,             0.87066,             0.33681,             0.38954,             0.22116,            0.039235,            0.014131,           0.0075931,           0.0077725,           0.0077725,           0.0077725
                  20,            0.037708,            0.013977,           0.0042373,              0.4047,             0.45541,             0.44915,             0.26541,            0.038536,            0.013437,           0.0077251,           0.0076488,           0.0076488,           0.0076488
                  21,            0.037383,            0.013139,            0.004063,             0.67984,              0.4152,             0.44645,             0.27329,            0.038699,            0.013893,           0.0080616,            0.007525,            0.007525,            0.007525
                  22,            0.035503,             0.01257,           0.0037725,             0.82505,             0.35965,             0.43048,             0.26506,             0.03612,            0.013105,           0.0080787,           0.0074013,           0.0074013,           0.0074013
                  23,            0.035112,            0.013229,           0.0036279,             0.86168,             0.40527,             0.45347,             0.26961,            0.036564,            0.013403,           0.0079611,           0.0072775,           0.0072775,           0.0072775
                  24,            0.035058,            0.011338,           0.0030878,             0.84752,             0.39816,             0.43268,             0.26265,            0.035452,            0.013347,           0.0082945,           0.0071538,           0.0071538,           0.0071538
                  25,            0.034865,            0.011642,           0.0029379,             0.74916,             0.39638,             0.44633,             0.26843,             0.03732,            0.013236,           0.0075855,             0.00703,             0.00703,             0.00703
                  26,            0.033807,              0.0113,           0.0025581,             0.75626,             0.41721,             0.42746,             0.25321,            0.034447,            0.013661,           0.0078678,           0.0069063,           0.0069063,           0.0069063
                  27,            0.033519,            0.011861,           0.0021763,             0.71894,             0.38944,              0.4476,             0.28279,            0.034127,            0.013493,           0.0078078,           0.0067825,           0.0067825,           0.0067825
                  28,            0.032097,            0.011111,           0.0020401,             0.83716,             0.40263,             0.46234,             0.31331,            0.032501,             0.01308,           0.0079338,           0.0066587,           0.0066587,           0.0066587
                  29,            0.032265,            0.011461,           0.0022303,             0.77027,             0.39291,             0.46094,             0.30016,            0.033359,            0.012785,           0.0077377,            0.006535,            0.006535,            0.006535
                  30,            0.031429,            0.010657,           0.0019003,             0.78453,             0.38596,             0.46223,             0.28602,              0.0341,             0.01285,           0.0083981,           0.0064112,           0.0064112,           0.0064112
                  31,            0.031266,            0.011089,           0.0020422,             0.70289,             0.38059,             0.46446,             0.28951,            0.033498,            0.012842,           0.0086976,           0.0062875,           0.0062875,           0.0062875
                  32,            0.031187,            0.010688,           0.0018228,             0.86754,             0.42784,             0.48967,             0.30516,            0.033618,            0.012603,           0.0083634,           0.0061637,           0.0061637,           0.0061637
                  33,            0.030126,            0.010329,           0.0020107,             0.82102,             0.42069,             0.48325,             0.31894,            0.030608,             0.01201,            0.007146,             0.00604,             0.00604,             0.00604
                  34,             0.02956,           0.0099837,           0.0018721,             0.82839,             0.42763,             0.47243,             0.31007,            0.031727,            0.011804,           0.0080266,           0.0059163,           0.0059163,           0.0059163
                  35,            0.028609,            0.010088,           0.0018224,             0.61627,             0.43545,             0.46373,             0.32465,            0.031584,            0.012611,           0.0080171,           0.0057925,           0.0057925,           0.0057925
                  36,            0.028452,            0.010502,           0.0013122,             0.67475,             0.43311,             0.46749,             0.31691,            0.031216,            0.013373,           0.0077678,           0.0056688,           0.0056688,           0.0056688
                  37,            0.029288,             0.01005,           0.0015067,             0.63328,             0.40376,              0.4648,             0.32279,            0.030296,            0.013372,            0.010464,            0.005545,            0.005545,            0.005545
                  38,            0.028654,           0.0096829,           0.0012748,              0.7851,             0.38671,             0.46307,             0.32247,            0.031005,            0.013451,            0.010336,           0.0054212,           0.0054212,           0.0054212
                  39,            0.027716,           0.0093553,           0.0012128,             0.83984,             0.38596,             0.45183,             0.29431,            0.031539,            0.013153,           0.0085937,           0.0052975,           0.0052975,           0.0052975
                  40,            0.026872,           0.0094524,           0.0013797,             0.60819,             0.38596,             0.46355,             0.30663,            0.031371,            0.012807,           0.0085502,           0.0051737,           0.0051737,           0.0051737
                  41,             0.02626,           0.0089006,           0.0014993,              0.7877,             0.39291,             0.45765,             0.29831,             0.03144,            0.013737,           0.0086295,             0.00505,             0.00505,             0.00505
                  42,            0.027641,           0.0090545,           0.0011708,              0.6199,              0.4068,             0.43908,             0.30543,            0.031718,            0.013069,           0.0084762,           0.0049263,           0.0049263,           0.0049263
                  43,            0.025211,           0.0093126,           0.0010675,             0.73621,             0.38249,             0.44999,             0.31323,            0.030164,            0.013212,           0.0080497,           0.0048025,           0.0048025,           0.0048025
                  44,            0.025106,           0.0086702,          0.00099953,              0.5316,             0.47478,             0.47528,             0.32914,            0.029578,            0.013059,           0.0075875,           0.0046788,           0.0046788,           0.0046788
                  45,             0.02561,           0.0086861,           0.0010323,             0.62938,             0.46393,             0.46035,             0.31336,            0.030572,            0.013489,           0.0079678,            0.004555,            0.004555,            0.004555
                  46,            0.025915,           0.0089534,           0.0010437,             0.60802,             0.41721,              0.4654,             0.32476,            0.028999,            0.012972,           0.0083541,           0.0044313,           0.0044313,           0.0044313
                  47,            0.025263,            0.008757,          0.00090504,              0.7629,             0.41721,             0.48049,             0.33441,            0.029595,            0.012964,           0.0075014,           0.0043075,           0.0043075,           0.0043075
                  48,            0.024279,           0.0081641,          0.00086934,             0.66806,             0.44353,             0.47881,             0.34167,            0.029457,            0.013602,           0.0077687,           0.0041837,           0.0041837,           0.0041837
                  49,            0.023824,           0.0078908,          0.00074404,             0.76152,             0.39638,             0.47216,             0.33676,            0.031246,            0.013312,           0.0073502,             0.00406,             0.00406,             0.00406
                  50,            0.023679,           0.0080224,          0.00088253,             0.58857,             0.41027,             0.46074,             0.32165,            0.031182,             0.01454,            0.007866,           0.0039362,           0.0039362,           0.0039362
                  51,            0.024332,           0.0080295,          0.00068396,             0.64355,             0.48846,             0.49637,             0.35482,            0.029613,            0.013856,           0.0076948,           0.0038125,           0.0038125,           0.0038125
                  52,            0.022424,           0.0077053,          0.00071486,             0.54866,             0.47825,             0.48241,             0.35545,            0.028869,            0.013111,           0.0070674,           0.0036888,           0.0036888,           0.0036888
                  53,            0.022813,           0.0079905,          0.00073334,             0.51453,             0.50804,             0.49142,             0.35037,             0.02857,            0.013709,           0.0073561,            0.003565,            0.003565,            0.003565
                  54,            0.022741,           0.0078381,          0.00082434,             0.55799,             0.49762,             0.49284,             0.35453,            0.028293,            0.013311,           0.0073139,           0.0034413,           0.0034413,           0.0034413
                  55,            0.021588,           0.0071144,          0.00077791,             0.63341,              0.4649,             0.48652,             0.35117,              0.0285,            0.014018,           0.0070373,           0.0033175,           0.0033175,           0.0033175
                  56,             0.02224,           0.0071868,          0.00065384,             0.60157,             0.47435,             0.50673,             0.35213,            0.027872,            0.014646,           0.0070351,           0.0031938,           0.0031938,           0.0031938
                  57,            0.021328,           0.0075927,          0.00077811,             0.62556,             0.51127,             0.49578,             0.35958,            0.028665,            0.013991,           0.0067041,             0.00307,             0.00307,             0.00307
                  58,            0.021441,           0.0070001,          0.00077084,             0.58041,             0.53436,              0.5122,             0.36584,            0.027997,            0.013508,            0.007539,           0.0029462,           0.0029462,           0.0029462
                  59,            0.020655,           0.0072548,          0.00058355,             0.81947,             0.38249,             0.46168,             0.34749,            0.028664,            0.013959,           0.0075485,           0.0028225,           0.0028225,           0.0028225
                  60,            0.020383,           0.0067733,          0.00070026,             0.84635,             0.39291,             0.45576,             0.34857,            0.028498,            0.013778,           0.0077341,           0.0026987,           0.0026987,           0.0026987
                  61,            0.020461,           0.0077716,          0.00066583,             0.86276,             0.37543,             0.46963,             0.34852,            0.029459,            0.013729,           0.0075853,            0.002575,            0.002575,            0.002575
                  62,            0.019691,           0.0070119,          0.00063539,             0.87828,             0.37208,             0.46946,             0.35054,            0.028793,            0.014231,           0.0074436,           0.0024513,           0.0024513,           0.0024513
                  63,            0.019923,           0.0074211,          0.00054077,              0.5244,             0.47207,             0.47952,             0.36182,            0.028235,            0.013703,            0.007242,           0.0023275,           0.0023275,           0.0023275
                  64,            0.019267,           0.0066777,          0.00055008,             0.64984,             0.40147,             0.46341,             0.34068,            0.028584,            0.013874,           0.0077715,           0.0022038,           0.0022038,           0.0022038
                  65,            0.018527,           0.0073454,          0.00054331,             0.69685,             0.42069,             0.46018,             0.34625,            0.028024,            0.013702,           0.0074407,             0.00208,             0.00208,             0.00208
                  66,            0.018924,           0.0068778,          0.00051748,             0.70506,             0.39571,             0.45811,             0.34673,            0.027992,            0.013872,            0.007884,           0.0019563,           0.0019563,           0.0019563
                  67,            0.018639,           0.0065599,          0.00051673,             0.66093,             0.39732,             0.46448,              0.3478,            0.027666,             0.01396,           0.0080443,           0.0018325,           0.0018325,           0.0018325
                  68,            0.018918,           0.0069305,          0.00041172,             0.62224,              0.4017,             0.45785,             0.34517,            0.028516,            0.014395,           0.0079426,           0.0017087,           0.0017087,           0.0017087
                  69,            0.017603,           0.0066661,          0.00055631,              0.4702,              0.4852,             0.46579,             0.34395,            0.028508,            0.014106,           0.0075352,            0.001585,            0.001585,            0.001585
                  70,            0.017662,           0.0064293,          0.00047533,             0.73135,             0.39322,             0.47786,             0.35054,             0.02817,            0.013788,           0.0071741,           0.0014612,           0.0014612,           0.0014612
                  71,            0.017924,           0.0066793,           0.0005541,             0.76947,             0.39291,             0.48037,             0.35247,            0.028651,            0.013503,           0.0072824,           0.0013375,           0.0013375,           0.0013375
                  72,            0.017829,           0.0065678,          0.00044393,             0.57824,             0.43003,             0.47415,             0.35514,            0.028631,             0.01413,           0.0078896,           0.0012138,           0.0012138,           0.0012138
                  73,            0.017521,           0.0064786,          0.00041367,             0.76242,             0.39291,             0.47603,             0.35665,            0.028573,             0.01388,           0.0077922,             0.00109,             0.00109,             0.00109
                  74,             0.01697,           0.0066087,          0.00053022,              0.6207,             0.42487,             0.47477,             0.35293,            0.029006,            0.014037,           0.0073579,          0.00096625,          0.00096625,          0.00096625
                  75,            0.016386,           0.0065847,          0.00040815,             0.61867,             0.43686,             0.47831,             0.35542,            0.028897,            0.013717,           0.0077846,           0.0008425,           0.0008425,           0.0008425
                  76,            0.016188,           0.0058677,          0.00036254,             0.70838,             0.39994,              0.4736,             0.35892,            0.028899,            0.014094,            0.007722,          0.00071875,          0.00071875,          0.00071875
                  77,            0.016673,           0.0062314,          0.00038832,             0.64828,             0.39985,              0.4712,             0.35985,            0.028638,             0.01422,           0.0076303,            0.000595,            0.000595,            0.000595
                  78,            0.016076,           0.0058551,          0.00029821,             0.82835,             0.37902,              0.4715,             0.35848,            0.028469,            0.014422,           0.0076457,          0.00047125,          0.00047125,          0.00047125
                  79,            0.015029,           0.0058445,          0.00034757,             0.83628,             0.37591,             0.46547,              0.3545,             0.02881,            0.014784,           0.0076882,           0.0003475,           0.0003475,           0.0003475
