               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  23,             0.02674,            0.012235,           0.0065803,               0.321,             0.73956,             0.38229,             0.27077,            0.023821,            0.011247,            0.062523,            0.005644,            0.005644,            0.005644
                  24,            0.027677,            0.012627,           0.0057654,             0.35384,             0.80732,             0.37732,             0.25699,            0.026369,            0.011042,             0.09654,            0.005446,            0.005446,            0.005446
                  25,            0.026124,            0.012227,           0.0055818,             0.34119,             0.50821,             0.35902,              0.2683,             0.02121,            0.011396,            0.058204,            0.005248,            0.005248,            0.005248
                  26,            0.026396,              0.0134,           0.0049118,             0.30075,             0.34456,             0.31761,             0.21884,            0.024154,             0.01145,             0.11309,             0.00505,             0.00505,             0.00505
                  27,            0.025516,            0.011926,            0.005733,             0.35406,             0.59202,             0.36546,             0.25879,            0.022012,             0.01207,            0.071422,            0.004852,            0.004852,            0.004852
                  28,            0.025226,            0.011944,           0.0041536,             0.36387,             0.61996,             0.35997,             0.24976,            0.024417,            0.010682,             0.10592,            0.004654,            0.004654,            0.004654
                  29,            0.025228,            0.011923,           0.0045474,             0.35481,             0.65211,             0.36836,              0.2688,            0.020908,           0.0093087,             0.11983,            0.004456,            0.004456,            0.004456
                  30,            0.024392,            0.011421,           0.0039596,             0.29559,             0.62053,             0.30145,             0.21855,             0.02262,            0.009238,             0.11937,            0.004258,            0.004258,            0.004258
                  31,            0.024663,            0.011112,           0.0035553,             0.33564,             0.53049,             0.34638,             0.25184,            0.020799,           0.0087226,             0.12281,             0.00406,             0.00406,             0.00406
                  32,            0.023657,            0.010895,           0.0036651,              0.3561,             0.88669,             0.36429,              0.2618,            0.024495,           0.0085381,             0.13712,            0.003862,            0.003862,            0.003862
                  33,            0.022974,             0.01042,           0.0028994,             0.36033,             0.41075,              0.3601,             0.26577,            0.020931,           0.0097588,             0.12243,            0.003664,            0.003664,            0.003664
                  34,            0.022704,            0.010767,           0.0026662,             0.31626,             0.35518,             0.32314,             0.24219,            0.018367,           0.0086419,             0.11315,            0.003466,            0.003466,            0.003466
                  35,            0.022132,            0.010257,           0.0027055,             0.32909,              0.9253,             0.37523,             0.27118,            0.019636,           0.0080967,             0.13519,            0.003268,            0.003268,            0.003268
                  36,            0.021917,            0.010701,           0.0023048,             0.14594,                   1,             0.34773,             0.25304,             0.02047,           0.0080927,             0.15159,             0.00307,             0.00307,             0.00307
                  37,            0.021316,            0.010058,           0.0026646,             0.18013,                   1,             0.38529,             0.29709,            0.018224,           0.0077182,             0.14039,            0.002872,            0.002872,            0.002872
                  38,            0.021413,           0.0096176,           0.0017539,             0.20682,                   1,             0.40677,              0.3118,            0.018613,           0.0075368,             0.14523,            0.002674,            0.002674,            0.002674
                  39,            0.021007,           0.0095984,           0.0015457,             0.19326,             0.99187,             0.36283,             0.27221,            0.017651,           0.0077743,             0.16873,            0.002476,            0.002476,            0.002476
                  40,            0.020028,           0.0092073,           0.0013187,             0.22175,             0.99187,              0.3895,             0.31006,            0.016106,           0.0071139,             0.17168,            0.002278,            0.002278,            0.002278
                  41,            0.019777,           0.0090294,           0.0012529,              0.2012,             0.99593,             0.38004,             0.30102,            0.015983,           0.0072069,             0.16818,             0.00208,             0.00208,             0.00208
                  42,            0.019844,           0.0090618,           0.0012335,             0.22951,                   1,             0.43047,             0.35266,            0.014633,           0.0065257,             0.15212,            0.001882,            0.001882,            0.001882
                  43,            0.018873,           0.0082682,           0.0015655,             0.22252,                   1,             0.38515,             0.30348,            0.015954,           0.0064825,             0.16962,            0.001684,            0.001684,            0.001684
                  44,             0.01847,           0.0084675,           0.0011385,             0.21199,                   1,              0.3869,              0.3115,            0.014817,           0.0066699,             0.17332,            0.001486,            0.001486,            0.001486
                  45,            0.018528,           0.0085623,           0.0012946,             0.21952,                   1,             0.38697,             0.31777,             0.01428,           0.0062195,             0.17779,            0.001288,            0.001288,            0.001288
                  46,            0.017929,           0.0080632,          0.00090923,             0.27363,                   1,             0.41996,             0.34819,            0.013987,             0.00589,             0.17524,             0.00109,             0.00109,             0.00109
                  47,            0.017493,           0.0081984,           0.0009671,             0.25644,                   1,             0.38182,             0.32526,            0.013189,           0.0059284,             0.17735,            0.000892,            0.000892,            0.000892
                  48,            0.016819,           0.0077385,          0.00096126,             0.25439,                   1,             0.38172,             0.31926,             0.01371,           0.0059254,             0.18439,            0.000694,            0.000694,            0.000694
                  49,            0.016948,           0.0077095,           0.0010071,             0.24596,                   1,              0.3907,             0.33291,             0.01324,           0.0057102,             0.18619,            0.000496,            0.000496,            0.000496
