               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  32,            0.026016,            0.012359,           0.0084367,             0.38584,              0.7749,             0.42367,             0.29904,            0.023628,            0.011987,             0.04541,            0.003862,            0.003862,            0.003862
                  33,            0.024978,            0.011979,           0.0079919,             0.31262,             0.76959,             0.36623,             0.27312,            0.020518,            0.012788,            0.057369,            0.003664,            0.003664,            0.003664
                  34,            0.024391,            0.011483,           0.0058464,             0.35392,             0.76012,              0.3732,             0.27399,            0.022172,            0.013186,            0.075532,            0.003466,            0.003466,            0.003466
                  35,            0.025303,            0.011523,           0.0053858,             0.35965,             0.74121,             0.38344,             0.27424,            0.023238,            0.012393,            0.078439,            0.003268,            0.003268,            0.003268
                  36,            0.023936,            0.011918,           0.0049466,             0.41902,             0.76207,             0.41221,             0.29422,            0.021827,            0.011133,            0.093935,             0.00307,             0.00307,             0.00307
                  37,            0.023574,            0.011247,           0.0047648,             0.35938,             0.77819,              0.3787,              0.2845,            0.021352,             0.01089,            0.084968,            0.002872,            0.002872,            0.002872
                  38,            0.024445,            0.010961,            0.004729,              0.3245,             0.70833,             0.34705,             0.25347,             0.02252,            0.010797,            0.083617,            0.002674,            0.002674,            0.002674
                  39,            0.023573,            0.011047,           0.0041279,              0.4046,             0.74309,             0.40105,             0.28998,            0.021477,            0.010826,             0.10599,            0.002476,            0.002476,            0.002476
                  40,            0.022797,            0.010903,           0.0049357,             0.40329,             0.81555,             0.40296,             0.30323,            0.019824,            0.010585,             0.13298,            0.002278,            0.002278,            0.002278
                  41,            0.022004,            0.010371,           0.0035781,             0.35569,              0.6311,             0.35903,             0.26648,             0.02061,            0.010404,             0.11416,             0.00208,             0.00208,             0.00208
                  42,            0.022081,            0.010578,           0.0034951,             0.40978,             0.62374,             0.39367,             0.29174,            0.020531,           0.0097206,             0.12688,            0.001882,            0.001882,            0.001882
                  43,            0.021505,           0.0099259,           0.0032502,             0.38322,             0.77599,             0.37297,             0.27862,            0.021351,           0.0094457,             0.13451,            0.001684,            0.001684,            0.001684
                  44,            0.021203,           0.0099928,           0.0034239,             0.36423,             0.67619,             0.35965,             0.26372,            0.021099,           0.0099856,             0.14158,            0.001486,            0.001486,            0.001486
                  45,            0.021192,            0.010257,            0.003053,             0.38265,             0.69476,             0.37431,              0.2853,            0.018152,           0.0088882,             0.13183,            0.001288,            0.001288,            0.001288
                  46,            0.020592,           0.0096195,           0.0026803,             0.38448,             0.68953,             0.37594,             0.28722,            0.017251,            0.008649,             0.12649,             0.00109,             0.00109,             0.00109
                  47,            0.020456,           0.0095411,           0.0025579,             0.24182,             0.99187,             0.32299,             0.24269,            0.018211,           0.0088664,              0.1524,            0.000892,            0.000892,            0.000892
                  48,            0.019933,           0.0090521,           0.0018265,             0.13906,             0.99593,              0.3304,             0.25576,            0.017612,           0.0084839,             0.15838,            0.000694,            0.000694,            0.000694
                  49,            0.019733,           0.0089839,           0.0020618,             0.14671,             0.99593,             0.33222,             0.26603,            0.016559,           0.0082211,             0.16685,            0.000496,            0.000496,            0.000496
