               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  36,            0.025544,            0.010025,           0.0012297,             0.62682,             0.50457,             0.49417,             0.33843,            0.028834,            0.013183,           0.0074072,             0.00307,             0.00307,             0.00307
                  37,            0.024761,           0.0096197,            0.001165,             0.57938,             0.49415,             0.49414,             0.34646,            0.028047,            0.013514,             0.00721,            0.002872,            0.002872,            0.002872
                  38,            0.024196,            0.009107,          0.00094766,             0.56655,             0.46436,             0.48336,             0.33737,            0.027934,            0.012863,           0.0074434,            0.002674,            0.002674,            0.002674
                  39,            0.023819,           0.0088398,           0.0009709,             0.87009,             0.40333,             0.46838,             0.33663,            0.028518,            0.012625,           0.0075044,            0.002476,            0.002476,            0.002476
                  40,             0.02285,           0.0089736,           0.0011677,             0.78351,             0.40333,             0.48156,             0.34222,            0.028521,            0.012185,           0.0078348,            0.002278,            0.002278,            0.002278
                  41,             0.02177,           0.0085676,           0.0011124,             0.67272,              0.4068,             0.48573,             0.34094,             0.02811,            0.012372,           0.0076502,             0.00208,             0.00208,             0.00208
                  42,            0.023004,           0.0084359,           0.0008157,             0.84509,             0.38944,             0.46877,             0.34431,            0.027634,            0.012812,           0.0079859,            0.001882,            0.001882,            0.001882
                  43,            0.020697,           0.0086766,           0.0009148,             0.71806,             0.39638,             0.46896,             0.34736,            0.027366,            0.012844,           0.0086826,            0.001684,            0.001684,            0.001684
                  44,            0.020505,           0.0079929,          0.00077542,             0.69833,             0.42416,             0.47336,             0.35235,            0.027275,            0.012694,           0.0088491,            0.001486,            0.001486,            0.001486
                  45,            0.020615,           0.0081566,          0.00074687,             0.76245,              0.4068,             0.47741,             0.35623,            0.026815,             0.01279,            0.009188,            0.001288,            0.001288,            0.001288
                  46,            0.021066,           0.0082925,          0.00074051,             0.77136,             0.39985,             0.47821,             0.35366,            0.027366,            0.012922,           0.0088023,             0.00109,             0.00109,             0.00109
                  47,             0.02054,           0.0082473,          0.00060547,             0.76221,             0.40947,             0.48179,             0.36258,            0.027551,            0.012749,           0.0086728,            0.000892,            0.000892,            0.000892
                  48,            0.019858,           0.0077182,          0.00054576,             0.85848,             0.39985,             0.48903,             0.36513,            0.027156,            0.012555,           0.0086366,            0.000694,            0.000694,            0.000694
                  49,            0.019189,            0.007445,          0.00052744,             0.79258,             0.39985,             0.48878,             0.36578,            0.026927,            0.012381,           0.0089813,            0.000496,            0.000496,            0.000496
